breed_primary,breed_secondary,breed_mixed,breed_unknown,name,age,sex,size,contact_city,contact_state,contact_zip,contact_country,FoundCity,FoundState,foundStateAbb,stateQ
Boxer,,False,False,Draco,Young,Male,Large,Seattle,WA,98165,US,,Texas,TX,WA
American Staffordshire Terrier,,False,False,Charlotte,Adult,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Black Mouth Cur,Labrador Retriever,True,False,Big Boy,Adult,Male,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Dalmatian,Labrador Retriever,True,False,Tex,Young,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Catahoula Leopard Dog,,False,False,Baleigh,Young,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Fox Terrier,Australian Kelpie,True,False,Tilda,Young,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Labrador Retriever,Shepherd,True,False,Ernie,Young,Male,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Labrador Retriever,Chihuahua,True,False,Jessie,Young,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
German Shepherd Dog,,False,False,Axel,Young,Male,Large,Seattle,WA,98133,US,,Texas,TX,WA
Rottweiler,,True,False,Lola,Adult,Female,Large,Seattle,WA,98133,US,,Texas,TX,WA
Labrador Retriever,Shepherd,True,False,Pumba,Baby,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Labrador Retriever,,True,False,Joy,Young,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Labrador Retriever,,False,False,Abbie,Young,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Labrador Retriever,,True,False,Angel,Baby,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
German Shepherd Dog,,True,False,Beth,Young,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
American Staffordshire Terrier,,True,False,Lulu,Young,Female,Medium,Seattle,WA,98106,US,,Texas,TX,WA
Collie,Australian Shepherd,True,False,Lucy,Adult,Female,Medium,University Place,WA,98467,US,,Texas,TX,WA
Collie,Australian Shepherd,True,False,Lucy,Adult,Female,Medium,University Place,WA,98467,US,,Texas,TX,WA
Staffordshire Bull Terrier,Pit Bull Terrier,True,False,Breezy Baby,Adult,Female,Medium,MARYSVILLE,WA,98271,US,,Texas,TX,WA
Great Dane,,True,False,Nikko,Adult,Male,Large,University Place,WA,98467,US,,Texas,TX,WA
Great Dane,,True,False,Nikko,Adult,Male,Large,University Place,WA,98467,US,,Texas,TX,WA
Labrador Retriever,,True,False,Midnight Run,Baby,Female,Large,Seattle,WA,98165,US,,Texas,TX,WA
Labrador Retriever,,True,False,Winn,Baby,Male,Large,Seattle,WA,98165,US,,Texas,TX,WA
Labrador Retriever,,True,False,Harmony,Baby,Female,Large,Seattle,WA,98165,US,,Texas,TX,WA
Labrador Retriever,,True,False,Calvin,Baby,Male,Large,Seattle,WA,98165,US,,Texas,TX,WA
Australian Kelpie,Terrier,True,False,Falcon,Young,Male,Medium,Seattle,WA,98165,US,,Texas,TX,WA
Australian Kelpie,Terrier,True,False,Falcon,Young,Male,Medium,Seattle,WA,98165,US,,Texas,TX,WA
Australian Kelpie,Terrier,True,False,Flint,Young,Male,Medium,Seattle,WA,98165,US,,Texas,TX,WA
Shepherd,,True,False,Luna,Adult,Female,Medium,University Place,WA,98467,US,,Texas,TX,WA
Shepherd,,True,False,Luna,Adult,Female,Medium,University Place,WA,98467,US,,Texas,TX,WA
Shepherd,,True,False,Roxi,Adult,Female,Medium,University Place,WA,98467,US,,Texas,TX,WA
Shepherd,,True,False,Roxi,Adult,Female,Medium,University Place,WA,98467,US,,Texas,TX,WA
Hound,Great Dane,True,False,Uncle Jesse,Adult,Male,Medium,University Place,WA,98467,US,,Texas,TX,WA
Hound,Great Dane,True,False,Uncle Jesse,Adult,Male,Medium,University Place,WA,98467,US,,Texas,TX,WA
Hound,,True,False,Princess,Young,Female,Medium,University Place,WA,98467,US,,Texas,TX,WA
Labrador Retriever,,True,False,Owen,Baby,Male,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Australian Cattle Dog / Blue Heeler,Dachshund,True,False,Koda,Baby,Male,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Australian Cattle Dog / Blue Heeler,Dachshund,True,False,Zane,Baby,Male,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Australian Shepherd,Dachshund,True,False,Dash,Baby,Male,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Australian Shepherd,Dachshund,True,False,Gordy,Baby,Male,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Australian Shepherd,Dachshund,True,False,Cain,Baby,Male,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Australian Shepherd,Dachshund,True,False,Gidget,Baby,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Boxer,,True,False,Rusty,Adult,Male,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Pit Bull Terrier,Labrador Retriever,True,False,Hermione,Adult,Female,Medium,Seattle,WA,98125,US,,Texas,TX,WA
Shepherd,Black Mouth Cur,True,False,Barron,Adult,Male,Large,Seattle,WA,98165,US,,Texas,TX,WA
Labrador Retriever,Pit Bull Terrier,True,False,Jules - ADOPTED,Young,Male,Large,Seattle,WA,98165,US,,Texas,TX,WA
Hound,,True,False,Georgia,Baby,Female,Medium,University Place,WA,98467,US,,Texas,TX,WA
Hound,,True,False,Daisy,Baby,Female,Medium,University Place,WA,98467,US,,Texas,TX,WA
Hound,,True,False,Reeva,Adult,Female,Large,University Place,WA,98467,US,,Texas,TX,WA
Anatolian Shepherd,,True,False,Molly,Adult,Female,Large,University Place,WA,98467,US,,Texas,TX,WA
Labrador Retriever,,True,False,Zander,Adult,Male,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Labrador Retriever,,True,False,Tabari,Adult,Male,Medium,Seattle,WA,98133,US,,Texas,TX,WA
American Staffordshire Terrier,,True,False,Trinity,Adult,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Catahoula Leopard Dog,,True,False,Lexi,Adult,Female,Large,University Place,WA,98467,US,,Texas,TX,WA
Australian Cattle Dog / Blue Heeler,Terrier,True,False,Rebel,Baby,Male,Medium,Seattle,WA,98165,US,,Texas,TX,WA
Mountain Dog,,True,False,Enzo,Adult,Male,Large,University Place,WA,98467,US,,Texas,TX,WA
Mountain Dog,,True,False,Enzo,Adult,Male,Large,University Place,WA,98467,US,,Texas,TX,WA
Labrador Retriever,,True,False,Pinky,Adult,Female,Large,University Place,WA,98467,US,,Texas,TX,WA
Labrador Retriever,,False,False,Blaze,Adult,Female,Large,University Place,WA,98467,US,,Texas,TX,WA
Border Collie,Labrador Retriever,True,False,Latte,Young,Female,Large,University Place,WA,98467,US,,Texas,TX,WA
Labrador Retriever,,True,False,Coal,Young,Male,Large,University Place,WA,98467,US,,Texas,TX,WA
Labrador Retriever,,True,False,Midnight,Young,Male,Large,University Place,WA,98467,US,,Texas,TX,WA
Doberman Pinscher,,True,False,Jasmine,Adult,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Shepherd,Labrador Retriever,True,False,Burlap,Young,Male,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Shepherd,Labrador Retriever,True,False,Millsap,Adult,Male,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Labrador Retriever,Shepherd,True,False,Danielle,Adult,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Labrador Retriever,,False,False,Daysha,Adult,Female,Medium,Seattle,WA,98133,US,,Texas,TX,WA
Cattle Dog,,True,False,Percy,Adult,Male,Medium,University Place,WA,98467,US,,Texas,TX,WA
Cattle Dog,,True,False,Elton,Adult,Male,Medium,University Place,WA,98467,US,,Texas,TX,WA
Shepherd,Terrier,True,False,Grover,Adult,Male,Medium,University Place,WA,98467,US,,Texas,TX,WA
Great Pyrenees,,False,False,Bernie,Adult,Male,Extra Large,University Place,WA,98467,US,,Texas,TX,WA
Cattle Dog,Shepherd,True,False,Kangaroo,Young,Female,Medium,University Place,WA,98467,US,,Texas,TX,WA
Hound,Labrador Retriever,True,False,Carter,Adult,Male,Large,University Place,WA,98467,US,,Texas,TX,WA
Hound,,True,False,Sparkey,Adult,Male,Large,University Place,WA,98467,US,,Texas,TX,WA
Treeing Walker Coonhound,Hound,True,False,Cooper,Adult,Male,Large,University Place,WA,98467,US,,Texas,TX,WA
Labrador Retriever,,True,False,Buddy,Adult,Male,Large,University Place,WA,98467,US,,Texas,TX,WA
Labrador Retriever,,True,False,Mae,Adult,Female,Medium,University Place,WA,98467,US,,Texas,TX,WA
American Staffordshire Terrier,,False,False,Baby Jade,Young,Female,Medium,Seattle,WA,98109,US,,Texas,TX,WA
Labrador Retriever,,True,False,Grace,Adult,Female,Medium,University Place,WA,98467,US,,Texas,TX,WA
Labrador Retriever,,True,False,Crispin,Adult,Male,Large,University Place,WA,98467,US,,Texas,TX,WA
Labrador Retriever,,False,False,Tennessee,Adult,Male,Large,University Place,WA,98467,US,,Texas,TX,WA
Saluki,Greyhound,True,False,Chance,Adult,Male,Large,University Place,WA,98467,US,,Texas,TX,WA
Shepherd,,True,False,Belladonna,Adult,Female,Large,Tomah,WI,54660,US,,Texas,TX,WI
Australian Shepherd,,True,False,Cooper,Young,Male,Small,Tomah,WI,54660,US,,Texas,TX,WI
Dachshund,,False,False,Elliot,Adult,Male,Small,Tomah,WI,54660,US,,Texas,TX,WI
Collie,,True,False,Benny,Young,Male,Medium,Tomah,WI,54660,US,,Texas,TX,WI
Labrador Retriever,,True,False,Moana,Young,Female,Medium,Tomah,WI,54660,US,,Texas,TX,WI
Labrador Retriever,,True,False,Ariel,Young,Female,Medium,Tomah,WI,54660,US,,Texas,TX,WI
Shepherd,Border Collie,True,False,Queen of Hearts,Baby,Female,Medium,Fond Du Lac,WI,54935,US,,Texas,TX,WI
Doberman Pinscher,,True,False,Goofy,Baby,Male,Large,Fond du Lac,WI,54935,US,,Texas,TX,WI
Australian Cattle Dog / Blue Heeler,,True,False,Black,Young,Male,Medium,Tomah,WI,54660,US,,Texas,TX,WI
Chihuahua,,True,False,Cassanova,Young,Male,Small,Viroqua,WI,54665,US,,Texas,TX,WI
Golden Retriever,,True,False,Lucille,Baby,Female,Medium,Fond du Lac,WI,54935,US,,Texas,TX,WI
Labrador Retriever,Shepherd,True,False,Jessie,Baby,Female,Medium,Fond Du Lac,WI,54935,US,,Texas,TX,WI
Labrador Retriever,Shepherd,True,False,Ariel,Baby,Female,Medium,Fond Du Lac,WI,54935,US,,Texas,TX,WI
Labrador Retriever,Shepherd,True,False,Mulan,Baby,Female,Medium,Fond Du Lac,WI,54935,US,,Texas,TX,WI
Labrador Retriever,Shepherd,True,False,Sebastian,Baby,Male,Medium,Fond Du Lac,WI,54935,US,,Texas,TX,WI
Labrador Retriever,Shepherd,True,False,Bolt,Baby,Male,Medium,Fond Du Lac,WI,54935,US,,Texas,TX,WI
Labrador Retriever,Shepherd,True,False,LaunchPad McQuack,Baby,Male,Medium,Fond Du Lac,WI,54935,US,,Texas,TX,WI
Labrador Retriever,Shepherd,True,False,Gaston,Baby,Male,Medium,Fond Du Lac,WI,54935,US,,Texas,TX,WI
Cattle Dog,,True,False,Rex,Young,Male,Medium,Juneau,WI,53039,US,,Texas,TX,WI
Hound,,True,False,Peggy,Young,Female,Medium,Fond du Lac,WI,54935,US,,Texas,TX,WI
Shepherd,,True,False,Mitch,Young,Male,Medium,Fond du Lac,WI,54935,US,,Texas,TX,WI
Labrador Retriever,Great Dane,True,False,Dazzle,Baby,Male,Large,Neillsville,WI,54456,US,,Texas,TX,WI
Labrador Retriever,Great Dane,True,False,Sweet Tart,Baby,Male,Large,Neillsville,WI,54456,US,,Texas,TX,WI
Husky,,True,False,Pearl,Young,Female,Medium,Fond du Lac,WI,54935,US,,Texas,TX,WI
Labrador Retriever,,True,False,Sadie Black,Young,Female,Medium,Fond du Lac,WI,54935,US,,Texas,TX,WI
Labrador Retriever,,True,False,Sadie Black,Young,Female,Medium,Fond du Lac,WI,54935,US,,Texas,TX,WI
Shar-Pei,,True,False,Casey,Baby,Female,Medium,Viroqua,WI,54665,US,,Texas,TX,WI
American Staffordshire Terrier,,False,False,Pacino,Baby,Male,Medium,Neillsville,WI,54456,US,,Texas,TX,WI
Australian Cattle Dog / Blue Heeler,Australian Shepherd,True,False,Penny,Baby,Female,Medium,Neillsville,WI,54456,US,,Texas,TX,WI
Australian Cattle Dog / Blue Heeler,Australian Shepherd,True,False,Jasper,Baby,Male,Medium,Neillsville,WI,54456,US,,Texas,TX,WI
Rhodesian Ridgeback,Retriever,True,False,Sam,Adult,Male,Large,Green Bay,WI,54313,US,,Texas,TX,WI
Chihuahua,,True,False,Plinko,Adult,Male,Small,Dale,WI,54931,US,,Texas,TX,WI
Mixed Breed,,False,False,Jenay,Adult,Female,Large,Wisconsin Rapids,WI,54494,US,,Texas,TX,WI
German Shepherd Dog,,True,False,Perfect,Young,Male,Medium,Winston Salem,NC,27104,US,,Texas,TX,NC
Boxer,Labrador Retriever,True,False,Zola,Baby,Female,Medium,Syracuse,NY,13217,US,,Texas,TX,NY
Beagle,Pug,True,False,Jedi,Adult,Male,Small,Chillicothe,OH,45601,US,,Texas,TX,OH
Retriever,,False,False,Willy Wonka,Young,Male,Large,Altoona,PA,16602,US,,Pennsylvania,PA,PA
German Shepherd Dog,,True,False,Bowser,Adult,Male,Large,New Bloomfield,MO,65063,US,,Missouri,MO,MO
Dachshund,Chihuahua,True,False,Missy,Young,Female,Small,Seattle,WA,98106,US,,California,CA,WA
Boxer,,False,False,Trace | FL,Adult,Male,Large,Lynchburg,VA,24502,US,,Florida,FL,VA
Dachshund,Spaniel,True,False,Ava CG in MS,Adult,Female,Small,Providence,RI,02906,US,,Mississippi,MS,CT
Boston Terrier,,False,False,Paige in KY,Senior,Female,Medium,Providence,RI,02906,US,,Kentucky,KY,CT
Chihuahua,,True,False,Sylvia in KY,Senior,Female,Medium,Providence,RI,02906,US,,Kentucky,KY,CT
Chihuahua,,True,False,Smidge in KY,Young,Female,Medium,Providence,RI,02906,US,,Kentucky,KY,CT
Terrier,,True,False,Essie in KY,Young,Female,Small,Providence,RI,02906,US,,Kentucky,KY,CT
Chihuahua,,True,False,Carlos CJ in AR,Adult,Male,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Border Collie,Beagle,True,False,Saylor CG in MS,Baby,Female,Medium,Providence,RI,02906,US,,Mississippi,MS,CT
Chihuahua,,True,False,PJ CJ in AR,Young,Male,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Boston Terrier,,False,False,Nikkie CJ in AR,Senior,Female,Medium,Providence,RI,02906,US,,Arkansas,AR,CT
Boston Terrier,,False,False,Cinnamon CS in MO,Adult,Female,Medium,Providence,RI,02906,US,,Missouri,MO,CT
Chihuahua,,True,False,Diamond CJ in AR,Young,Female,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Schnauzer,Poodle,True,False,Doodle SDR in TX,Senior,Male,Small,Providence,RI,02906,US,,Texas,TX,CT
Maltese,,True,False,Prescott SDR in TX,Senior,Male,Small,Providence,RI,02906,US,,Texas,TX,CT
Dachshund,Spaniel,True,False,Max CG in MS,Adult,Male,Small,Providence,RI,02906,US,,Mississippi,MS,CT
Terrier,,True,False,Rupert CG in MS,Adult,Male,Medium,Providence,RI,02906,US,,Mississippi,MS,CT
Beagle,Labrador Retriever,True,False,Cleo JS in MS,Young,Female,Small,Providence,RI,02906,US,,Mississippi,MS,CT
Chihuahua,,True,False,Prissy CJ in AR,Adult,Female,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Chihuahua,,True,False,Susie in RI,Adult,Female,Small,Providence,RI,02906,US,,Rhode Island,RI,CT
Rat Terrier,Feist,True,False,Mimi NMAR in MS,Baby,Female,Medium,Providence,RI,02906,US,,Mississippi,MS,CT
Rat Terrier,Feist,True,False,Minnie NMAR in MS,Baby,Female,Medium,Providence,RI,02906,US,,Mississippi,MS,CT
Terrier,,True,False,Gizmo TW in MS,Adult,Male,Small,Providence,RI,02906,US,,Mississippi,MS,CT
Terrier,,True,False,Snoopy in RI,Young,Male,Small,Providence,RI,02906,US,,Rhode Island,RI,CT
Rat Terrier,,True,False,Nestor AFR in TX,Young,Male,Small,Providence,RI,02906,US,,Texas,TX,CT
Chihuahua,,True,False,Estreyita AFR in TX,Baby,Female,Small,Providence,RI,02906,US,,Mississippi,MS,CT
Pomeranian,,False,False,Munchkin JS in MS,Adult,Male,Small,Providence,RI,02906,US,,Mississippi,MS,CT
Pug,Dachshund,True,False,Sally SDR in TX,Adult,Female,Small,Providence,RI,02906,US,,Texas,TX,CT
Shih Tzu,,True,False,Conner CJ in AR,Young,Male,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Chihuahua,,True,False,Frankie CJ in AR,Adult,Male,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Chihuahua,,True,False,Biggie CJ in AR,Adult,Male,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Terrier,,True,False,Charlie in RI,Baby,Male,Medium,Providence,RI,02906,US,,Rhode Island,RI,CT
Corgi,,True,False,Daisy DM in MS,Adult,Female,Small,Providence,RI,02906,US,,Mississippi,MS,CT
Dachshund,,True,False,Cinnamon UCHS in MS,Young,Female,Small,Providence,RI,02906,US,,Mississippi,MS,CT
Beagle,,True,False,Ginger UCHS in MS,Young,Female,Small,Providence,RI,02906,US,,Mississippi,MS,CT
Yorkshire Terrier,Cairn Terrier,True,False,McAllister SDR in TX,Adult,Male,Small,Providence,RI,02906,US,,Texas,TX,CT
Shih Tzu,Yorkshire Terrier,True,False,Porter SDR in TX,Adult,Male,Small,Providence,RI,02906,US,,Texas,TX,CT
Schnauzer,,True,False,Fenton SDR in TX,Young,Male,Small,Providence,RI,02906,US,,Texas,TX,CT
Pomeranian,Chihuahua,True,False,Ryland SDR in TX,Young,Male,Small,Providence,RI,02906,US,,Texas,TX,CT
Yorkshire Terrier,Dachshund,True,False,Cezanne SDR in TX,Young,Female,Small,Providence,RI,02906,US,,Texas,TX,CT
Terrier,,True,False,Thomasina SDR in TX,Young,Female,Small,Providence,RI,02906,US,,Texas,TX,CT
Dachshund,Chihuahua,True,False,Rafferty SDR in TX,Young,Male,Small,Providence,RI,02906,US,,Texas,TX,CT
Terrier,,True,False,Paco in RI,Young,Male,Medium,Providence,RI,02906,US,,Rhode Island,RI,CT
Chihuahua,,True,False,Sweety SDR in TX,Adult,Female,Small,Providence,RI,02906,US,,Texas,TX,CT
Chihuahua,Dachshund,True,False,Rascal EH in TX,Adult,Male,Small,Providence,RI,02906,US,,Texas,TX,CT
Shih Tzu,,False,False,Xan SDR in TX,Adult,Male,Small,Providence,RI,02906,US,,Texas,TX,CT
Jack Russell Terrier,,True,False,Felicia SDR in TX,Adult,Female,Small,Providence,RI,02906,US,,Texas,TX,CT
Chihuahua,,False,False,Rougar SDR in TX,Senior,Male,Small,Providence,RI,02906,US,,Texas,TX,CT
Shih Tzu,,True,False,Moxie CJ in AR,Young,Male,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Pomeranian,,True,False,Rounder JS in MS,Senior,Male,Small,Providence,RI,02906,US,,Mississippi,MS,CT
Chihuahua,,True,False,Sport CJ in AR,Baby,Male,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Feist,,True,False,Jenny (AKA Ginny) CJ in AR,Young,Female,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Chihuahua,,True,False,Chico CJ in AR,Young,Male,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Boston Terrier,,False,False,Duncan CJ in AR,Adult,Male,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Maltese,Terrier,True,False,Danny CJ in AR,Adult,Male,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Pekingese,,True,False,Nonnie CG in MS,Senior,Female,Small,Providence,RI,02906,US,,Mississippi,MS,CT
Terrier,,True,False,Chuy CJ in AR $200,Adult,Female,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Chihuahua,,True,False,Augie CJ in AR,Baby,Male,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Yorkshire Terrier,,True,False,Bear CJ in AR,Young,Male,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Terrier,,True,False,Piper SG in AR $300,Adult,Male,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Labrador Retriever,,True,False,Pepper DDR in LA $300,Adult,Female,Medium,Providence,RI,02906,US,,Louisiana,LA,CT
Terrier,,True,False,Eddie Fisher DG in AR $300,Young,Male,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Hound,,True,False,Betty DG in AR $300,Young,Female,Small,Providence,RI,02906,US,,Arkansas,AR,CT
Husky,Chow Chow,True,False,Teddy (formerly Summer),Adult,Male,Large,Rockville,MD,20852,US,,Texas,TX,DC
Parson Russell Terrier,Beagle,True,False,Mr T,Senior,Male,Medium,Boiling Springs,PA,17007,US,,Tennessee,TN,DC
Jack Russell Terrier,,True,False,Tango,Adult,Male,Medium,Boiling Springs,PA,17007,US,,Tennessee,TN,DC
German Shepherd Dog,,True,False,Ringo,Adult,Male,Medium,Hull,MA,02045,US,,Tennessee,TN,MA
German Shepherd Dog,,True,False,George,Adult,Male,Medium,Hull,MA,02045,US,,Tennessee,TN,MA
American Staffordshire Terrier,,True,False,Zara,Young,Female,Medium,Homer,NY,13077,US,,Tennessee,TN,NY
Rottweiler,,True,False,Dalton,Young,Male,Large,Avon,OH,44011,US,,Tennessee,TN,OH
Rottweiler,,True,False,Wade,Young,Male,Large,Avon,OH,44011,US,,Tennessee,TN,OH
Beagle,,False,False,Lady Bug,Young,Female,Medium,Crossville,TN,38557,US,,Tennessee,TN,TN
Spaniel,Terrier,True,False,Celeste,Adult,Female,Small,Cookeville,TN,38506,US,,Tennessee,TN,TN
Shih Tzu,Terrier,True,False,Gideon,Senior,Male,Small,Cookeville,TN,38506,US,,Tennessee,TN,TN
Spaniel,Terrier,True,False,Celeste,Adult,Female,Small,Cookeville,TN,38506,US,,Tennessee,TN,TN
Shih Tzu,Terrier,True,False,Gideon,Senior,Male,Small,Cookeville,TN,38506,US,,Tennessee,TN,TN
Pit Bull Terrier,,True,False,Vidalia,Young,Female,Medium,Catasauqua,PA,18032,US,,Pennsylvania,PA,NJ
Pit Bull Terrier,,False,False,Tyra,Adult,Female,Medium,Columbus,OH,43230,US,,Ohio,OH,OH
German Shepherd Dog,,True,False,Trooper,Adult,Female,Small,Phoenix,AZ,85021,US,,Arizona,AZ,AZ
Rottweiler,,False,False,Roxy,Young,Female,Extra Large,Gilbert,AZ,85296,US,,Arizona,AZ,AZ
Siberian Husky,,False,False,Artie,Adult,Male,Medium,Scottsdale,AZ,85251,US,,Arizona,AZ,AZ
Australian Cattle Dog / Blue Heeler,,True,False,Zulu - Courtesy Post,Adult,Female,Medium,Scottsdale,AZ,85262,US,,Arizona,AZ,AZ
Australian Cattle Dog / Blue Heeler,,True,False,Sandy - Courtesy Post,Senior,Female,Medium,Scottsdale,AZ,85262,US,,Arizona,AZ,AZ
Doberman Pinscher,,False,False,Ganny,Young,Male,Large,Phoenix,AZ,85016,US,,Oklahoma,OK,AZ
Dalmatian,,False,False,Samantha,Senior,Female,Medium,Tulsa,OK,74170,US,,Oklahoma,OK,OK
Chihuahua,,True,False,Charles,Adult,Male,Small,Tulsa,OK,74147,US,,Oklahoma,OK,OK
Pit Bull Terrier,,True,False,Mickey,Young,Male,Medium,Tulsa,OK,74170,US,,Oklahoma,OK,OK
Pit Bull Terrier,,True,False,Mickey,Young,Male,Medium,Tulsa,OK,74170,US,,Oklahoma,OK,OK
Feist,,True,False,Goldie,Baby,Female,Medium,Laconia,NH,03246,US,,Mississippi,MS,MA
Border Collie,Retriever,True,False,Max in NH,Young,Male,Medium,New Boston,NH,03070,US,,Mississippi,MS,MA
Black Labrador Retriever,,False,False,Sutton,Young,Male,Small,Detroit Lakes,MN,56501,US,,North Dakota,ND,MN
Labrador Retriever,,False,False,Norah,Young,Female,Medium,Fort Valley,GA,31030,US,,Georgia,GA,GA
Black Labrador Retriever,,True,False,Baxter,Adult,Male,Large,Lake Wylie,SC,29710,US,,North Carolina,NC,NC
Chihuahua,Terrier,True,False,Betsy,Adult,Female,Small,Concord,GA,30206,US,,Georgia,GA,GA
Greyhound,,False,False,Bruce,Adult,Male,Medium,McLean,VA,22101,US,,West Virginia,WV,DC
Husky,Labrador Retriever,True,False,Forest,Young,Male,Large,Washington,DC,20007,US,,Virginia,VA,DC
Black Labrador Retriever,Boxer,True,False,Layla (GREAT Family Dog),Adult,Female,Medium,Newfoundland,PA,18445,US,,South Carolina,SC,NJ
Border Collie,,True,False,Yukon,Baby,Male,Small,Kanab,UT,84741,US,,Utah,UT,89024
Border Collie,,True,False,Yam,Baby,Female,Small,Kanab,UT,84741,US,,Utah,UT,89024
Border Collie,,True,False,Russett,Baby,Male,Small,Kanab,UT,84741,US,,Utah,UT,89024
Border Collie,,True,False,Purple Viking,Baby,Male,Small,Kanab,UT,84741,US,,Utah,UT,89024
Labrador Retriever,,True,False,Irene,Adult,Female,Small,Kanab,UT,84741,US,,Utah,UT,89024
Labrador Retriever,,False,False,Kenya,Senior,Female,Small,Kanab,UT,84741,US,,Utah,UT,89024
Chihuahua,,True,False,Pita,Adult,Male,Small,Woodbridge,CT,06525,US,,Utah,UT,CT
Cocker Spaniel,,False,False,Yahtzee,Senior,Male,Medium,Salt Lake City,UT,84117,US,,New Mexico,NM,UT
Staffordshire Bull Terrier,,False,False,"Iggy - Amazing, Amazing!",Adult,Male,Medium,Seattle,WA,98119,US,,Utah,UT,WA
Border Collie,Retriever,True,False,Ryder,Adult,Male,Medium,Lafayette,CO,80026,US,,New Mexico,NM,CO
American Bulldog,,False,False,Camelot,Adult,Male,Large,Goshen,NY,10924,US,,Virginia,VA,CT
Labrador Retriever,,False,False,Hearth (Tyson) - Massada pup 1,Senior,Male,Large,Alexandria,VA,22309,US,,Virginia,VA,DC
Mixed Breed,,True,False,Percy,Senior,Male,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Sky,Young,Female,Medium,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Terrier,,True,False,Jenny,Adult,Female,Small,Fairfax,VA,22032,US,,Virginia,VA,DC
Maltese,,False,False,Tom,Adult,Male,Small,Fairfax,VA,22032,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Remember Me Freckles,Baby,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Beagle,,False,False,Doodle Dandy,Adult,Male,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Remember Me Nutmeg,Baby,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Remember Me Princess Dandelion,Baby,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Remember Me Nala,Baby,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Remember Me Lieuy,Baby,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Remember Me Gabe,Baby,Male,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Remember Me Lexi,Baby,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Remember Me Annabelle,Baby,Female,Medium,Alexandria,VA,22309,US,,Virginia,VA,DC
Mixed Breed,,True,False,Muppet,Adult,Male,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
Mixed Breed,,True,False,Shortcake,Young,Female,Small,Fredericksburg,VA,22408,US,,Virginia,VA,DC
